kp,force_N,defl_l2_rad,q_delta_from_contact_rad,q_delta_from_home_rad,q0,q1,q2,q3,q4,q5,q6,q7,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,ctrl6,ctrl7
24.0,4.994350958719051,0.04693107497782791,0.027126667268676685,0.12127792182783992,-0.09101145581494272,-1.5717664002219476,0.07014794042763453,0.8003080206229508,-0.17530529569199763,0.3571161456185726,0.8812398791196429,0.46960177050990765,-0.09065956257008244,-1.5743353166298963,0.07805609831221952,0.8042323171873494,-0.17254096054558404,0.4023951090261089,0.8883406514322273,0.4727028235660396
24.0,6.017307725272708,0.8868452557784267,0.42537990901748407,0.43333517815418665,-0.11722342075834499,-1.504760693057274,0.012623009259903254,0.9247781733608242,-0.17765869703669432,0.11323556910702594,1.154393327591208,0.564412145089646,-0.11599756454053006,-1.5074547423320435,0.4212176197920244,0.9292639015952067,-0.17497064214244978,0.899581861822192,1.1883843598040742,0.5680123646880314
24.0,7.059275773763222,1.1406547961076299,0.5765921731964142,0.5795074509841122,-0.12468060612463881,-1.486665276217046,-0.0009333514073022318,0.9569568759955402,-0.17831435081471828,0.015532441684163598,1.2610182322315682,0.5902952619776964,-0.12282070111602228,-1.4894448261115838,0.5136257714387601,0.9629329958537038,-0.17562491825268572,1.0334666535989774,1.2691815435451606,0.593677767065903
24.0,7.971506319609126,1.1698110896939775,0.5913860763304719,0.5939706337313772,-0.1258901787824255,-1.4844266660081615,-0.0017060170203689873,0.9598958268554756,-0.17839254055078382,0.005835689480890107,1.2710842646786413,0.5934946912643484,-0.1236735931879588,-1.4871935865840262,0.5251767903946021,0.967141632636016,-0.17570670276646522,1.0502022525710757,1.2792811915127964,0.596885942363137
24.0,9.080202804468705,1.1925325437714522,0.6013721274839643,0.6037800976695549,-0.1269457872393135,-1.482475117383447,-0.0023640277771692715,0.9623042361466313,-0.17839794316301025,-0.00045530214504252566,1.277743467115602,0.5957957129524174,-0.12438433658123924,-1.485317553644395,0.5348026395244703,0.9706488299546095,-0.17577485652794814,1.064148585047824,1.2876975648191595,0.5995594217774985
48.0,0.46196695568803303,0.00236298427401119,0.004943785762461182,0.11008205167411139,-0.08908490108754726,-1.5776627283893432,0.05447776034134578,0.7956415422331078,-0.17400942156889088,0.3674058173822884,0.8670102767650308,0.4658477392688887,-0.08891824125654536,-1.5789315973319928,0.054472767944042176,0.7956396837567954,-0.17237398382995092,0.36822659445807515,0.8677205368316375,0.4661527990008536
48.0,0.9692174953113104,0.003369669161121771,0.005884472815995791,0.11090016052684035,-0.08873723729959083,-1.5770817012800877,0.055083095346919644,0.7963843773127948,-0.17396211474186266,0.3678107388063956,0.8671207482825652,0.4657936715618557,-0.0889893155958734,-1.5787439940380297,0.055435352857029004,0.7959904034886548,-0.17238079920609922,0.36962122770575,0.8685621741622739,0.4664201469422898
48.0,1.484265780477325,0.00416962860877149,0.006982711110573822,0.1118752921271186,-0.08922736056212456,-1.5772855464542963,0.05642089639914491,0.7963273045002552,-0.1738922137418304,0.3682155099497367,0.867227171344207,0.4657395425808717,-0.08906038993520146,-1.5785563907440665,0.05639793777001584,0.7963411232205141,-0.1723876145822475,0.37101586095342487,0.8694038114929101,0.4666874948837259
48.0,2.013301791531134,0.005358665576376203,0.008015706003978376,0.11273705103178455,-0.08930252178253081,-1.5770950711277358,0.057383935760904003,0.7966793853193779,-0.17385617229747438,0.36858563016083384,0.8673052822029106,0.4656694930267733,-0.0891314642745295,-1.5783687874501033,0.057360522683002665,0.7966918429523735,-0.1723944299583958,0.37241049420109973,0.8702454488235465,0.4669548428251621
48.0,2.418088406468129,0.02448381358886767,0.019752180929853445,0.118637707480585,-0.0900138452571496,-1.5752157420867527,0.06701345150761256,0.8001675738264022,-0.17384851715847024,0.3622502250984129,0.8751425660241036,0.4680917775864396,-0.08984220766780994,-1.576492754510472,0.06698637181287097,0.800199040270967,-0.17246258371987871,0.3863568266778482,0.8786618221299096,0.4696283222395237
48.0,3.026404917242851,0.029767714697535787,0.022514303038345625,0.11964229204980582,-0.090210362835014,-1.5747024387110156,0.06844105368033124,0.8005875748568702,-0.17387305336777276,0.36040116376020626,0.8772865425134093,0.46878114620019207,-0.09001989351613005,-1.5760237462755644,0.06939283409533804,0.8010758396006153,-0.17247962216024942,0.3898434097970353,0.8807659154565004,0.47029669209311414
48.0,3.4587915090013164,0.031807905234283375,0.02336582231925431,0.11990957308737636,-0.09024960192415331,-1.5745871376728102,0.06877027691700176,0.800624687364874,-0.17387242736121541,0.3597704810722638,0.8780731975212798,0.46902070247187577,-0.09009096785545809,-1.5758361429816012,0.07035541900832487,0.8014265593324746,-0.17248643753639772,0.39123804304471016,0.8816075527871368,0.47056404003455027
48.0,4.053806275778351,0.0350932753523553,0.02484957922686767,0.120316492334985,-0.09039393086361025,-1.5742014215426252,0.06925804425174817,0.8006832150576814,-0.17389258850400954,0.3586134252833183,0.8793900660380333,0.4694485291464193,-0.09019757936445015,-1.5755547380406565,0.07179929637780512,0.8019526389302637,-0.17249666060062016,0.39332999291622245,0.8828700087830912,0.4709650619467045
48.0,4.5021718326712605,0.03716152532112608,0.025727697679461214,0.120590986028445,-0.09042061773319567,-1.5741188532142383,0.0695661591196702,0.8007132505467741,-0.17388765270828752,0.35798430312711443,0.8801749689514008,0.46968929197076204,-0.0902686537037782,-1.5753671347466935,0.07276188129079195,0.802303358662123,-0.17250347597676846,0.39472462616389725,0.8837116461137275,0.4712324098881407
48.0,4.934054067025169,0.039320746923026006,0.02668760759773809,0.12086726007503441,-0.09048639357371643,-1.5739391983612063,0.06986259108618442,0.8007373751808908,-0.17389498988977806,0.35727147160102773,0.8810147742677839,0.4699556347794014,-0.09033972804310625,-1.5751795314527304,0.07372446620377877,0.8026540783939824,-0.17251029135291673,0.3961192594115721,0.8845532834443639,0.47149975782957687
48.0,6.023405741319436,0.8902796179712792,0.4309652629186997,0.43841254367632965,-0.11660105132837179,-1.5061085344524825,0.011448477285301772,0.9270217960819085,-0.17631995146068324,0.10980319710860956,1.1579796991257665,0.5662120169625343,-0.11599756454053006,-1.5074547423320435,0.4212176197920244,0.9292639015952067,-0.17497064214244978,0.899581861822192,1.1883843598040742,0.5680123646880314
48.0,7.079664646423338,1.1201574290829073,0.5703157917551648,0.5731491954237647,-0.12300047238038046,-1.489970402536675,-0.0009550896826832705,0.9564161780580599,-0.17690793904566351,0.019650198825815892,1.2567021596332595,0.5893214208278317,-0.12210995772274183,-1.491320859051215,0.5039999223088918,0.9594257985351105,-0.1755567644912028,1.019520321122229,1.2607651702387974,0.5910042876515413
48.0,8.003813214641529,1.144505951919787,0.5827782374949582,0.5853340857439527,-0.1239139456361102,-1.4880222946868276,-0.0017425419075797696,0.9592809288471371,-0.1769738993599361,0.011580412322835108,1.2651001462973925,0.5919891159156438,-0.12282070111602228,-1.4894448261115838,0.5136257714387601,0.9629329958537038,-0.17562491825268572,1.0334666535989774,1.2691815435451606,0.593677767065903
48.0,8.929547979216576,1.16899589811041,0.5953976483800809,0.5976742508664578,-0.12487483990798257,-1.485991907179824,-0.002562275810228941,0.9621236729165769,-0.17705345001513395,0.0033692086941941486,1.2735706765210524,0.5946916790610457,-0.12353144450930272,-1.4875687931719526,0.5232516205686284,0.9664401931722973,-0.17569307201416864,1.047412986075726,1.2775979168515237,0.5963512464802646
